Deal Number,Acquiror ticker symbol,Announced date,Deal value th USD,DlyCap_Minus_50,Relative_Size,Model,evtdate,cret,car,bhar,nrets_est
1941691997.0,CMRX,2021-01-07,78000.0,176616.6,0.4416345915389607,Market Model,2021-01-07,0.7113821138,0.6655438008,0.6719937057,250.0
1941442184.0,DVN,2021-01-07,2550261.0,3581201.52,0.7121244045490074,Market Model,2021-01-07,0.043202765,0.0009743443,-0.000497843,250.0
1941482591.0,FFIV,2021-01-07,500000.0,7842667.64,0.0637538173171903,Market Model,2021-01-07,0.0789280677,0.0572846178,0.0582263434,250.0
1941484751.0,AVAV,2021-01-13,405000.0,1830698.8,0.2212269981277095,Market Model,2021-01-13,0.3451793,0.3294941608,0.3394812386,250.0
1941701553.0,CADE,2021-01-13,108400.0,1408266.34,0.0769740757987583,Market Model,2021-01-13,0.0685627222,0.0640221415,0.065134444,250.0
2007134769.0,CTLT,2021-01-13,80000.0,14705548.9,0.005440123353709,Market Model,2021-01-13,-0.001386482,-0.011264257,-0.011333808,250.0
2007308102.0,CTXS,2021-01-19,2250000.0,14278690.28,0.1575774777572947,Market Model,2021-01-19,0.0044700356,-0.002835924,-0.003340251,250.0
1941486762.0,TMO,2021-01-19,550000.0,194798652.5,0.0028234281548739,Market Model,2021-01-19,0.0380954298,0.0227270995,0.0231795326,250.0
1941519868.0,MGPI,2021-01-25,475000.0,662092.24,0.7174226962696315,Market Model,2021-01-25,0.1553547395,0.1515986685,0.1571231787,250.0
1941544125.0,SYBT,2021-01-27,189431.0,952156.32,0.1989494750189759,Market Model,2021-01-27,0.0653409091,0.0877083198,0.0882507948,250.0
1941491709.0,WOR,2021-01-29,115000.0,2857458.8,0.04024554964712,Market Model,2021-01-29,0.0048130322,-0.008966717,-0.009353763,250.0
1941515885.0,NMRK,2021-01-31,70000.0,1046779.3,0.0668717847210008,Market Model,2021-02-01,0.1183098592,0.1028647545,0.0995345506,250.0
1941491823.0,GTN,2021-02-01,925000.0,109596.4,8.440058250088507,Market Model,2021-02-01,-0.039544871,-0.053606865,-0.057119876,250.0
1941493875.0,TMUS,2021-02-02,1940000.0,160113123.0,0.0121164334543646,Market Model,2021-02-02,0.0260945431,-0.006467573,-0.007156807,250.0
1941711303.0,TW,2021-02-02,190000.0,5380509.48,0.035312641062385,Market Model,2021-02-02,0.0590557658,0.0325182986,0.0317231255,250.0
1941493686.0,NOG,2021-02-03,295500.0,238732.29,1.237788151741015,Market Model,2021-02-03,0.0135790495,-0.008311055,-0.013233431,250.0
1941494510.0,CORR,2021-02-04,350000.0,75359.04,4.64443283778562,Market Model,2021-02-04,-0.042669584,-0.049641836,-0.05658301,250.0
1941493828.0,MGNI,2021-02-05,1700000.0,1648036.48,1.0315305641778028,Market Model,2021-02-05,0.4207848837,0.3338975535,0.3694758139,250.0
1941495757.0,RAMP,2021-02-08,68000.0,3697073.36,0.0183929268852809,Market Model,2021-02-08,-0.082790581,-0.100308268,-0.10091362,250.0
1941495952.0,CNO,2021-02-09,50000.0,3192929.07,0.0156596024853129,Market Model,2021-02-09,0.0034782609,-0.01205056,-0.012524127,250.0
1941496928.0,ZG,2021-02-10,500000.0,6629167.6,0.0754242508516453,Market Model,2021-02-10,0.1864206293,0.1699141116,0.17230806,250.0
1941512008.0,TYL,2021-02-10,2300000.0,16695588.49,0.1377609421421478,Market Model,2021-02-10,0.0903794862,0.0851782627,0.0863785434,250.0
1941492489.0,HRL,2021-02-11,3350000.0,25469497.6,0.1315298814531779,Market Model,2021-02-11,-0.025060631,-0.027495532,-0.027763397,250.0
1941513361.0,GTLS,2021-02-16,55000.0,3747098.51,0.0146780235035774,Market Model,2021-02-16,0.0299421119,0.0190754328,0.0192253968,250.0
1941544285.0,PGR,2021-02-16,338000.0,52235341.6,0.0064707148387826,Market Model,2021-02-16,-0.001389371,-0.003732409,-0.003900583,250.0
1941499068.0,ET,2021-02-17,7200000.0,17076542.28,0.4216310235376291,Market Model,2021-02-17,-0.005865103,0.0106879351,0.0102380144,250.0
1941419881.0,AHAC,2021-02-17,800000.0,124950.6,6.402530279966642,,,,,,
1941499396.0,CRL,2021-02-17,875000.0,11712486.78,0.0747065944607196,Market Model,2021-02-17,-0.000990437,0.007707901,0.0062489372,250.0
1941512131.0,FSS,2021-02-18,52500.0,1861687.48,0.0282002218761228,Market Model,2021-02-18,0.0036161335,0.0127493961,0.0123345929,250.0
1941500107.0,RDFN,2021-02-19,608000.0,5256387.84,0.1156687859623387,Market Model,2021-02-19,0.0398722326,0.0643806351,0.0570625739,250.0
1941500908.0,KLR,2021-02-19,215000.0,257189.02,0.8359610375279629,Market Model,2021-02-19,0.0849673203,0.091355531,0.0906312441,250.0
1941501566.0,GT,2021-02-22,2500000.0,2499196.48,1.0003215113363155,Market Model,2021-02-22,0.2438756856,0.2564094845,0.2623536385,250.0
1941500980.0,MTB,2021-02-22,7518439.0,16318869.6,0.4607205758908693,Market Model,2021-02-22,0.0861387488,0.1015867666,0.1038684867,250.0
1941502525.0,BEAM,2021-02-23,440000.0,4362521.16,0.1008591096438372,Market Model,2021-02-23,-0.09241418,-0.108067735,-0.112790661,211.0
1941503713.0,LDOS,2021-02-23,380000.0,14794267.95,0.0256856237351034,Market Model,2021-02-23,-0.128951426,-0.131334031,-0.127943858,250.0
1941502168.0,GRSV,2021-02-23,8500000.0,532350.0,15.96693904386212,,,,,,
1941502744.0,ADSK,2021-02-24,1000000.0,61441384.38,0.0162756749394714,Market Model,2021-02-24,-0.04591871,-0.02880245,-0.029323234,250.0
1941502836.0,HPQ,2021-02-24,425000.0,31851395.43,0.0133432144577158,Market Model,2021-02-24,0.0394542773,0.0579858151,0.0588307192,250.0
1941549088.0,APPS,2021-02-26,400000.0,3862310.87,0.1035649416795909,Market Model,2021-02-26,0.1990887229,0.1882377128,0.184669068,250.0
1941720222.0,DNOW,2021-02-27,90000.0,705501.0,0.1275689191085484,Market Model,2021-03-01,-0.02189781,-0.027659018,-0.028776025,250.0
1941505790.0,MMS,2021-03-01,430000.0,4446124.55,0.0967134400227272,Market Model,2021-03-01,-0.002292471,-0.010964974,-0.011457831,250.0
1941721410.0,AMK,2021-03-01,145000.0,1708347.42,0.0848773488942899,Market Model,2021-03-01,-0.014705882,-0.025421052,-0.027116999,250.0
2007033683.0,ABBV,2021-03-02,655000.0,181526036.68,0.0036082978066372,Market Model,2021-03-02,-0.009560052,-0.010645164,-0.010432499,250.0
1941505578.0,A,2021-03-02,695000.0,35921340.0,0.0193478305653408,Market Model,2021-03-02,-0.022691898,-0.02449874,-0.024689735,250.0
1941507117.0,TECH,2021-03-03,320000.0,11699299.18,0.0273520657157858,Market Model,2021-03-03,-0.065889808,-0.040607449,-0.040022823,250.0
1941610228.0,SHBI,2021-03-03,146000.0,171980.15,0.8489351823451718,Market Model,2021-03-03,-0.006480881,0.0592242104,0.0555564232,250.0
1941511053.0,AMGN,2021-03-04,1900000.0,134620759.56,0.0141137221793283,Market Model,2021-03-04,0.0090389472,0.0219767721,0.0218018179,250.0
1941722311.0,DGX,2021-03-08,225000.0,16285123.44,0.0138162907287118,Market Model,2021-03-08,0.0221691678,-0.000584942,-0.000809388,250.0
1941508740.0,CXDO,2021-03-08,50000.0,127896.56,0.3909409291383599,Market Model,2021-03-08,0.1124161074,0.0841819755,0.083577061,115.0
1941683839.0,HQY,2021-03-08,67228.0,5119131.59,0.013132696204045,Market Model,2021-03-08,0.001192053,-0.035427493,-0.037478327,250.0
1941509002.0,DBX,2021-03-09,165000.0,7855910.73,0.0210032936563167,Market Model,2021-03-09,0.0425894378,0.0256407617,0.0255744152,250.0
1941632594.0,WSFS,2021-03-10,976400.0,2226760.36,0.4384845435276205,Market Model,2021-03-10,-0.048842719,-0.100694876,-0.101074553,250.0
1941513472.0,HST,2021-03-15,161000.0,10121485.5,0.0159067559796435,Market Model,2021-03-15,0.0466627289,0.0459657333,0.0458174165,250.0
1941281248.0,DFNS,2021-03-15,863400.0,177675.0,4.859434360489658,Market Model,2021-03-15,0.0,-0.00054679,-0.000812751,200.0
1941514438.0,AME,2021-03-22,1350000.0,28585576.25,0.0472266148561549,Market Model,2021-03-22,0.0,0.0049255223,0.0048019375,250.0
1941603806.0,BANC,2021-03-22,226000.0,845971.0,0.2671486374828452,Market Model,2021-03-22,-0.098874205,-0.0952404,-0.09262101,250.0
1941514331.0,SNX,2021-03-22,7200000.0,4531748.48,1.5887907353587285,Market Model,2021-03-22,0.0518539977,0.0529035794,0.0522737181,250.0
2007079980.0,SBCF,2021-03-23,102200.0,1823019.0,0.0560608529038918,Market Model,2021-03-23,-0.091239927,-0.072322545,-0.069579517,250.0
1941516397.0,MTD,2021-03-24,205000.0,29434177.05,0.0069646927669071,Market Model,2021-03-24,-0.012105724,-0.002436352,-0.002438139,250.0
1941497575.0,COHR,2021-03-25,7017237.0,4295337.9,1.6336868398642164,Market Model,2021-03-25,0.009492077,-0.003554461,-0.003402439,250.0
1941517605.0,PEBO,2021-03-29,292300.0,607057.84,0.481502718093551,Market Model,2021-03-29,-0.013257005,-0.022930536,-0.023616169,250.0
1941520108.0,GHC,2021-04-05,323000.0,2265136.8,0.1425962440767374,Market Model,2021-04-05,0.0692340516,0.0464702844,0.0478512192,250.0
1941520262.0,KELYA,2021-04-05,215000.0,765747.0,0.2807715864378182,Market Model,2021-04-05,0.0480466996,0.0191688729,0.0175732061,250.0
1941520421.0,BCO,2021-04-06,213000.0,3670894.58,0.0580240035114274,Market Model,2021-04-06,0.00908632,-0.002003088,-0.002246717,250.0
1941521366.0,EBC,2021-04-07,641900.0,3031082.34,0.2117725379905054,,,,,,
1941521128.0,PAR,2021-04-08,500000.0,1577824.83,0.3168919581522874,Market Model,2021-04-08,0.288594736,0.2589194714,0.2627031815,250.0
1941523164.0,CDLX,2021-04-13,650000.0,3514386.54,0.1849540432168853,Market Model,2021-04-13,0.0836789901,0.0847548627,0.0772354385,250.0
1941564024.0,CSGP,2021-04-14,156000.0,35461169.94,0.0043991780379482,Market Model,2021-04-14,0.0291496242,0.0167509516,0.0166824763,250.0
2007454287.0,IAU,2021-04-15,50000.0,31508746.5,0.0015868609689058,Market Model,2021-04-15,0.0180614088,0.0153139464,0.0153206462,250.0
1941541685.0,URI,2021-04-15,996000.0,18286562.72,0.0544662228353432,Market Model,2021-04-15,0.0078938477,-0.011534238,-0.011559022,250.0
1941524572.0,KIM,2021-04-15,3872971.0,7071358.65,0.5476982842611158,Market Model,2021-04-15,0.002541942,-0.008172089,-0.008491112,250.0
1941525982.0,WBS,2021-04-19,5115048.0,4343983.84,1.17750161796182,Market Model,2021-04-19,-0.102131439,-0.080519209,-0.079114191,250.0
1941575368.0,BMRC,2021-04-19,134500.0,504630.0,0.2665319144719894,Market Model,2021-04-19,-0.102374266,-0.084699952,-0.082452371,250.0
1941527431.0,DLX,2021-04-21,960000.0,1561808.32,0.6146721000948439,Market Model,2021-04-21,0.028975265,0.0378747408,0.0379916411,250.0
1941581390.0,CBAN,2021-04-22,84000.0,135360.75,0.6205639374781833,Market Model,2021-04-22,-0.003355705,-0.017475072,-0.017480941,250.0
1941487011.0,SMRT,2021-04-22,1577000.0,20609.53,76.51799919745865,,,,,,
1941529367.0,SWKS,2021-04-22,2750000.0,29940893.0,0.0918476279247916,Market Model,2021-04-22,0.0448774081,0.021198212,0.0210331342,250.0
1941566558.0,EFSC,2021-04-26,395153.0,1256514.6,0.3144834130856895,Market Model,2021-04-26,-0.027430911,-0.044081074,-0.045830361,250.0
1941544394.0,EHC,2021-04-26,95000.0,8162372.88,0.0116387723762014,Market Model,2021-04-26,-0.028299725,-0.041260126,-0.041512667,250.0
1941596324.0,FHI,2021-04-26,562000.0,2848622.53,0.1972883364086852,Market Model,2021-04-26,0.0074324324,-0.01295739,-0.013247511,250.0
2007229605.0,BIVI,2021-04-27,190988.0,521989.16,0.3658849927075114,,,,,,
1941469392.0,MRAC,2021-04-28,1207000.0,488818.64,2.469218440606111,,,,,,
1941530880.0,IBM,2021-04-29,2000000.0,106989213.99,0.0186934731587703,Market Model,2021-04-29,-0.000915428,0.0084566851,0.0082678455,250.0
2007134152.0,POWW,2021-04-30,260000.0,539714.76,0.4817359451129333,,,,,,
1941531743.0,COO,2021-05-03,60000.0,19104341.25,0.0031406474169843,Market Model,2021-05-03,0.0098383179,0.0243660393,0.0243340338,250.0
1941530854.0,HZO,2021-05-03,63000.0,995268.78,0.0632994837836669,Market Model,2021-05-03,0.0766309976,0.0857578262,0.0856254726,250.0
1941531832.0,RCM,2021-05-04,300000.0,7620516.54,0.0393674101257183,Market Model,2021-05-04,-0.111070381,-0.108377063,-0.109951614,250.0
1941533431.0,MTZ,2021-05-05,420000.0,6445634.42,0.0651603818387205,Market Model,2021-05-05,0.0334561951,0.0363954083,0.0368140096,250.0
1941532597.0,ZNGA,2021-05-05,250000.0,12660234.93,0.0197468689469256,Market Model,2021-05-05,0.0075258702,0.0072321898,0.00485949,250.0
1941533707.0,BILL,2021-05-06,2375000.0,13956321.75,0.1701737780586779,Market Model,2021-05-06,0.0544920005,0.0440684787,0.026924862,250.0
2007264433.0,EQT,2021-05-06,2925000.0,4864322.35,0.6013170570408436,Market Model,2021-05-06,0.0391762933,0.0245761128,0.013855776,250.0
1941535822.0,GMS,2021-05-11,135000.0,1562124.6,0.0864207631068609,Market Model,2021-05-11,-0.068965517,-0.002965808,-0.003407981,250.0
1941710717.0,MGRC,2021-05-13,260000.0,1855443.2,0.1401282453701627,Market Model,2021-05-13,0.0439000728,0.0403201019,0.0406605634,250.0
1941537851.0,GIS,2021-05-14,1200000.0,33561776.93,0.035754960248465,Market Model,2021-05-14,-0.002700127,-0.011642199,-0.01187001,250.0
1941538121.0,ONDS,2021-05-17,70600.0,289827.72,0.2435929868958014,,,,,,
1941538421.0,FELE,2021-05-17,150000.0,3415889.92,0.0439124220958502,Market Model,2021-05-17,-0.032111693,-0.042853475,-0.042719111,250.0
1941538703.0,PFGC,2021-05-18,2500000.0,7479244.08,0.3342583786889864,Market Model,2021-05-18,-0.094868396,-0.076010455,-0.073673878,250.0
1941539040.0,GBCI,2021-05-18,925388.0,5717644.87,0.1618477574316363,Market Model,2021-05-18,-0.038517559,-0.025110801,-0.024811425,250.0
1941546984.0,HSY,2021-05-18,425000.0,22038489.76,0.0192844430189303,Market Model,2021-05-18,0.0068377067,0.0198072796,0.0197399185,250.0
1941540226.0,MLM,2021-05-24,2300000.0,21226163.86,0.1083568380593854,Market Model,2021-05-24,0.0008564482,-0.007672894,-0.00776386,250.0
1941540615.0,CTRA,2021-05-24,7351544.0,138049.86,53.252817496519015,,,,,,
1941540964.0,HYFM,2021-05-24,125000.0,1957070.0,0.0638709908179063,,,,,,
1941541011.0,ORA,2021-05-24,377000.0,4883397.09,0.0772003572619567,Market Model,2021-05-24,0.0175621372,0.0119577658,0.0116083476,250.0
1941477351.0,AMZN,2021-05-26,8450000.0,1551927884.64,0.0054448406292797,Market Model,2021-05-26,-0.00458553,-0.010282373,-0.010344185,250.0
2007152240.0,VTNR,2021-05-26,75000.0,83314.63,0.9002020413461597,Market Model,2021-05-26,1.2290502793,1.2235347496,1.2160679878,250.0
1941544263.0,ONB,2021-06-01,6500000.0,3397932.72,1.912927811001508,Market Model,2021-06-01,-0.023256601,-0.023597595,-0.023548598,250.0
1941550376.0,FBNC,2021-06-01,314300.0,1326650.25,0.2369124793818114,Market Model,2021-06-01,-0.026935265,-0.030545719,-0.031936642,250.0
1941544266.0,GHM,2021-06-01,84100.0,157626.42,0.5335399991955663,Market Model,2021-06-01,0.0652019844,0.0658512442,0.0660307408,250.0
2007251527.0,SRNE,2021-06-01,488000.0,2649052.35,0.1842168200262256,Market Model,2021-06-01,0.0890322581,0.0563028808,0.0539404745,250.0
1941544755.0,KMI,2021-06-01,1225000.0,35677393.44,0.0343354679780665,Market Model,2021-06-01,0.0279299014,0.0268924492,0.0271253573,250.0
1941562431.0,PS,2021-06-02,2000000.0,2627627.89,0.7611427811416631,,,,,,
1941546003.0,CDK,2021-06-02,360000.0,6560213.28,0.0548762646326645,Market Model,2021-06-02,0.0043943447,0.0096897628,0.0095545952,250.0
1941544869.0,UBSI,2021-06-03,303300.0,4973408.65,0.0609843311387653,Market Model,2021-06-03,-0.059458164,-0.066000226,-0.065573224,250.0
1941545624.0,FFWM,2021-06-03,295000.0,1047958.2,0.2814997773766167,Market Model,2021-06-03,-0.012214342,-0.022921656,-0.022854539,250.0
1941545327.0,SAIC,2021-06-03,250000.0,5606971.2,0.0445873522589165,Market Model,2021-06-03,0.0349619499,0.0295804097,0.0299361941,250.0
1941546550.0,ONEM,2021-06-07,2100000.0,5302588.75,0.3960329754028162,Market Model,2021-06-07,-0.041310934,-0.058941292,-0.058536173,250.0
1941551947.0,VMC,2021-06-07,1294000.0,21280420.85,0.0608070681083358,Market Model,2021-06-07,-0.02180447,-0.034052566,-0.03407901,250.0
1941549087.0,RF,2021-06-08,1000000.0,19943592.24,0.0501414182543475,Market Model,2021-06-08,-0.032258065,-0.035289568,-0.034984839,250.0
1941739185.0,MPW,2021-06-14,760000.0,12342400.0,0.0615763546798029,Market Model,2021-06-14,-0.026989936,-0.027238248,-0.027428637,250.0
1941550984.0,ELAN,2021-06-16,444000.0,13692288.0,0.0324270129287376,Market Model,2021-06-16,0.0669056153,0.074696554,0.0754731077,250.0
1941551550.0,DHR,2021-06-17,9600000.0,161901862.35,0.0592951795653016,Market Model,2021-06-17,0.0484292126,0.0578115541,0.0577052117,250.0
1941552114.0,BRC,2021-06-17,173000.0,2705089.73,0.0639535162480543,Market Model,2021-06-17,-0.079277471,-0.0589054,-0.056854118,250.0
1941554587.0,COLB,2021-06-23,266000.0,3190950.72,0.083360735824839,Market Model,2021-06-23,-0.028144458,-0.046440825,-0.046258477,250.0
1941553717.0,FMNB,2021-06-23,124000.0,472405.01,0.2624866319686152,Market Model,2021-06-23,-0.044006948,-0.055205241,-0.056445353,250.0
1941555010.0,ROK,2021-06-25,2220000.0,30153838.0,0.0736224688877084,Market Model,2021-06-25,-0.008957313,-0.021128471,-0.021168845,250.0
1941555636.0,DORM,2021-06-27,338000.0,3423565.6,0.0987274787432143,Market Model,2021-06-28,0.0477394559,0.0393235503,0.0400066958,250.0
1941555693.0,VTR,2021-06-28,2300000.0,20846026.76,0.1103327759519771,Market Model,2021-06-28,-0.001552795,-0.010322914,-0.010377463,250.0
1941566326.0,FAT,2021-06-28,442500.0,102366.79,4.322690982104645,Market Model,2021-06-28,0.104197901,0.0858529347,0.0828842335,250.0
1941397414.0,SST,2021-06-29,1130000.0,141936.71,7.961294861632344,,,,,,
1941555773.0,BLDR,2021-06-29,450000.0,10309125.89,0.0436506455349921,Market Model,2021-06-29,-0.056403451,-0.067963681,-0.068168693,250.0
1941570796.0,CE,2021-06-30,1150000.0,18070477.25,0.0636397137767902,Market Model,2021-06-30,0.0322885069,0.0231012311,0.0230398353,250.0
1941557903.0,MPB,2021-06-30,124700.0,213008.96,0.5854213832131756,Market Model,2021-06-30,-0.014822849,-0.021673526,-0.021623024,250.0
2007186083.0,MSA,2021-07-01,337000.0,6114692.27,0.0551131578040966,Market Model,2021-07-01,0.0016962501,-0.008595479,-0.008648046,250.0
1941559334.0,KNX,2021-07-05,1350000.0,7750716.71,0.1741774406821275,Market Model,2021-07-06,0.08511567,0.0807939684,0.0821796721,250.0
1941559362.0,HII,2021-07-06,1650000.0,8216767.0,0.2008089069581746,Market Model,2021-07-06,-0.024793778,-0.025669058,-0.025784115,250.0
1941559274.0,PTEN,2021-07-06,295000.0,1171809.6,0.2517473828512754,Market Model,2021-07-06,-0.131578947,-0.146886072,-0.142024473,250.0
1941716631.0,FIG,2021-07-06,507000.0,1754944.0,0.2888981072900332,,,,,,
2007095422.0,MCF,2021-07-08,67000.0,764724.48,0.0876132538610507,Market Model,2021-07-08,0.0308788599,0.0165915705,0.0160541936,250.0
1941565498.0,FTV,2021-07-12,1200000.0,25095158.79,0.0478179879251523,Market Model,2021-07-12,0.0145177519,0.0067642813,0.0067860833,250.0
1941562946.0,ROCC,2021-07-12,370000.0,151334.5,2.4449150722406325,,,,,,
1941561693.0,LBAI,2021-07-12,244400.0,903174.3,0.2706011453160259,Market Model,2021-07-12,-0.014889815,-0.024982708,-0.026082368,250.0
1941562764.0,FNB,2021-07-13,412461.0,4237673.14,0.0973319523175872,Market Model,2021-07-13,-0.03215169,-0.023738034,-0.023944201,250.0
1941582824.0,ACVA,2021-07-13,60000.0,661396.75,0.0907171073943136,,,,,,
1941563390.0,HMN,2021-07-14,185000.0,1662826.7,0.1112563323646414,Market Model,2021-07-14,0.0091264668,0.0222641927,0.0215374309,250.0
1941564009.0,KRG,2021-07-19,2787229.0,1769981.7,1.574721930740866,Market Model,2021-07-19,-0.070316187,-0.064092966,-0.067637759,250.0
1941565199.0,PACB,2021-07-20,816000.0,4832366.28,0.1688613719902043,Market Model,2021-07-20,0.1854229607,0.1332228628,0.1434656808,250.0
1941565499.0,NUE,2021-07-20,370000.0,28581550.41,0.0129454139013587,Market Model,2021-07-20,0.0093437636,-0.009493322,-0.009700389,250.0
1941584292.0,WGO,2021-07-20,320000.0,2808288.0,0.113948426941966,Market Model,2021-07-20,0.0943545829,0.0755992876,0.0772416618,250.0
1941566391.0,VERI,2021-07-22,150000.0,617073.92,0.2430827087944342,Market Model,2021-07-22,0.1802455357,0.1228782402,0.1316506731,250.0
2007089610.0,MYFW,2021-07-22,51400.0,212107.35,0.2423301219877576,Market Model,2021-07-22,0.03,0.0083647877,0.0080165513,250.0
1941567043.0,SSB,2021-07-23,537401.0,6176417.5,0.0870085288114024,Market Model,2021-07-23,-0.068776151,-0.087129529,-0.088494464,250.0
1941574269.0,CVCO,2021-07-26,153000.0,1814400.45,0.0843253759113651,Market Model,2021-07-26,0.0666197843,0.0602998905,0.0611725027,250.0
1941567565.0,OSBC,2021-07-26,328643.0,399133.8,0.8233905522408776,Market Model,2021-07-26,-0.003358522,-0.013693551,-0.013803115,250.0
2007157756.0,RICK,2021-07-26,57000.0,639180.0,0.0891767577208298,Market Model,2021-07-26,0.1187468418,0.0948884632,0.0904958729,250.0
1941568900.0,CFG,2021-07-28,3500000.0,21455099.82,0.1631313780576015,Market Model,2021-07-28,-0.021940737,-0.02822233,-0.028196054,250.0
1941577094.0,GL,2021-08-01,59200.0,10857879.76,0.0054522615196099,Market Model,2021-08-02,-0.019951183,-0.020131291,-0.019969038,250.0
1941579241.0,ROAD,2021-08-02,113000.0,1119464.8,0.1009410925649471,Market Model,2021-08-02,-0.026857654,-0.029851627,-0.029718808,250.0
2008217659.0,HGV,2021-08-02,1400000.0,3841466.67,0.3644441356040712,Market Model,2021-08-02,-0.021057786,-0.024619915,-0.02437668,250.0
2007107003.0,DRH,2021-08-04,108600.0,1991908.8,0.0545205684115658,Market Model,2021-08-04,0.0189349112,0.0016130895,-0.000388184,250.0
1941584110.0,NEX,2021-08-04,268100.0,969597.0,0.2765066311055005,Market Model,2021-08-04,-0.023746702,-0.043307685,-0.046544107,250.0
1941653301.0,EVH,2021-08-04,130000.0,1737160.0,0.0748347878145939,Market Model,2021-08-04,0.054770318,0.0341813787,0.033935144,250.0
1941571483.0,CLH,2021-08-04,1250000.0,5170168.12,0.2417716350778937,Market Model,2021-08-04,0.0474174428,0.0323895395,0.03295592,250.0
1941572090.0,VICI,2021-08-04,17200000.0,16642156.83,1.0335198842132292,Market Model,2021-08-04,-0.001955034,-0.014702598,-0.014932317,250.0
1941585949.0,LEVI,2021-08-05,400000.0,2292285.45,0.1744983374561837,Market Model,2021-08-05,-0.030670471,-0.039534735,-0.039527828,250.0
1941573194.0,MDT,2021-08-06,936221.0,173092573.2,0.0054087878104292,Market Model,2021-08-06,-0.011372488,-0.018404031,-0.018451085,250.0
1941574706.0,DKNG,2021-08-09,1560000.0,19865312.24,0.0785288437026852,Market Model,2021-08-09,0.0297147385,0.0279120645,0.0279693611,250.0
1941574421.0,EFX,2021-08-10,1825000.0,28662273.53,0.0636725484490901,Market Model,2021-08-10,0.0295079384,0.0250920772,0.0252065938,250.0
1941584767.0,VRNT,2021-08-10,50000.0,2988654.02,0.0167299391851319,Market Model,2021-08-10,-0.013059701,-0.016851893,-0.016850291,250.0
1941576344.0,H,2021-08-15,2769000.0,3232332.5,0.8566569188039906,Market Model,2021-08-16,-0.015172414,-0.002963379,-0.002943073,250.0
1941588300.0,HPP,2021-08-17,222000.0,4427392.83,0.0501423769076303,Market Model,2021-08-17,-0.027777778,-0.010215449,-0.010122738,250.0
1941585497.0,KAI,2021-08-23,54000.0,1987132.14,0.0271748410249154,Market Model,2021-08-23,0.0337535584,0.0075603401,0.0075001576,250.0
1941580142.0,KAR,2021-08-23,450000.0,2218250.58,0.2028625638858167,Market Model,2021-08-23,0.0194690265,-0.011875503,-0.012616154,250.0
1941580144.0,NDSN,2021-08-24,180000.0,12927889.6,0.0139233862269368,Market Model,2021-08-24,0.0164402896,0.0025534427,0.002571117,250.0
1941586582.0,ABM,2021-08-25,830000.0,3204218.4,0.2590335290503294,Market Model,2021-08-25,0.0115440115,0.0102560688,0.0103044789,250.0
2007095441.0,ANSS,2021-08-30,411500.0,29332748.64,0.0140286887209353,Market Model,2021-08-30,0.0112092109,-0.003819657,-0.003808104,250.0
1941583542.0,SYNA,2021-08-30,538086.0,5178214.2,0.1039134302323762,Market Model,2021-08-30,0.0742061471,0.0464882813,0.047923886,250.0
1941585324.0,PCTY,2021-09-01,60000.0,10069898.36,0.0059583520960185,Market Model,2021-09-01,0.0133125093,0.0107000796,0.0107518613,250.0
1941583647.0,THO,2021-09-01,750000.0,5984510.94,0.1253235239302612,Market Model,2021-09-01,0.0255769893,0.0267489839,0.026199074,250.0
1941568940.0,BAX,2021-09-02,1250000.0,40896953.16,0.0305646240958259,Market Model,2021-09-02,0.0888966083,0.0864904744,0.0887309155,250.0
1941584874.0,PWR,2021-09-02,3000000.0,12393433.24,0.2420636753274672,Market Model,2021-09-02,0.1361410382,0.1240924008,0.1256794049,250.0
1941585652.0,AVTR,2021-09-07,2900000.0,20467972.08,0.1416847740785075,Market Model,2021-09-07,0.0270469634,0.0291382734,0.0290000458,250.0
1941585066.0,SSTK,2021-09-07,110000.0,3644533.5,0.0301821892980267,Market Model,2021-09-07,-0.005073922,-0.007349964,-0.007467335,250.0
1941588644.0,BCML,2021-09-07,53100.0,195471.36,0.2716510490334748,Market Model,2021-09-07,0.0166570936,0.0219669861,0.0216453009,250.0
1941586019.0,BLD,2021-09-08,1001000.0,6347050.78,0.1577110432382581,Market Model,2021-09-08,0.0174632771,0.0325749721,0.0323035364,250.0
1941590096.0,GPI,2021-09-13,880000.0,2804912.09,0.3137353228064984,Market Model,2021-09-13,0.0306244117,0.041882807,0.0416854284,250.0
2007289545.0,SWK,2021-09-13,375000.0,33104860.05,0.0113276419061617,Market Model,2021-09-13,-0.032723416,-0.022957417,-0.022731376,250.0
1941583371.0,INTU,2021-09-13,12000000.0,133943364.03,0.0895901046453656,Market Model,2021-09-13,0.0009158961,0.0183077723,0.017912602,250.0
1941575290.0,FOXA,2021-09-13,50000.0,12043561.06,0.0041515960064389,Market Model,2021-09-13,-0.029152915,-0.025254663,-0.025366233,250.0
1941588028.0,MLAB,2021-09-14,300000.0,1402326.27,0.2139302432093781,Market Model,2021-09-14,0.1079437334,0.1043552218,0.1054729517,250.0
1941648206.0,FIBK,2021-09-15,1949842.0,1748109.9,1.115400124442977,Market Model,2021-09-15,-0.067158847,-0.070140677,-0.070703898,250.0
1941589161.0,HOMB,2021-09-15,919100.0,4034890.64,0.2277880820085869,Market Model,2021-09-15,0.0569827184,0.0528496046,0.0522993928,250.0
