Deal Number,Acquiror ticker symbol,Announced date,Deal value th USD,DlyCap_Minus_50,Relative_Size,Model,evtdate,cret,car,bhar,nrets_est
1941713348.0,GOOGL,2019-01-03,60000.0,327693197.7,0.0001830980942574,Market Model,2019-01-03,0.0316854234,0.0144584444,0.0149088558,250.0
1941172578.0,LLY,2019-01-05,8000000.0,120318875.64,0.0664899830342197,Market Model,2019-01-07,0.0451891115,-0.00194643,-0.002041937,250.0
1941174066.0,MSI,2019-01-07,445000.0,19962086.34,0.022292259056525,Market Model,2019-01-07,0.0789996389,0.0332713206,0.0343603321,250.0
1941173310.0,HEES,2019-01-08,100000.0,855829.3,0.1168457308016914,Market Model,2019-01-08,0.1170117012,0.0732404502,0.0768403715,250.0
1941236782.0,GBCI,2019-01-16,85028.0,3583732.8,0.0237260992225759,Market Model,2019-01-16,0.039606337,0.0186239892,0.0186967399,250.0
1941177239.0,FISV,2019-01-16,39000000.0,31598750.3,1.2342260257045672,Market Model,2019-01-16,0.008391987,-0.009709073,-0.010809428,250.0
1941197722.0,CBU,2019-01-22,93400.0,3121913.85,0.0299175456106836,Market Model,2019-01-22,-0.039572864,-0.040544994,-0.040257513,250.0
1941208921.0,LOPE,2019-01-22,365800.0,6034434.21,0.0606187734044415,Market Model,2019-01-22,0.0180557085,0.0148226603,0.0144864321,250.0
1941203577.0,MANT,2019-01-28,115000.0,1603788.48,0.0717052163886349,Market Model,2019-01-28,-0.014092141,-0.015054467,-0.015047849,250.0
1941182172.0,TCF,2019-01-28,3500000.0,3736611.2,0.9366775970697728,Market Model,2019-01-28,0.056770591,0.0551303885,0.0553782642,250.0
1941183829.0,CACI,2019-01-30,750000.0,4466104.56,0.1679315810734176,Market Model,2019-01-30,0.0707057769,0.0467583107,0.047615414,250.0
1941199663.0,NWLI,2019-02-01,205500.0,989945.96,0.2075870888952362,Market Model,2019-02-01,0.0027878265,-0.004481402,-0.004549451,250.0
1941167024.0,CSCO,2019-02-06,660000.0,200025349.38,0.003299581788237,Market Model,2019-02-06,-0.013727561,-0.007086546,-0.007076207,250.0
1941188243.0,KRP,2019-02-07,151300.0,505771.05,0.2991472129533709,Market Model,2019-02-07,0.0341255332,0.0409230612,0.0404490288,250.0
1941188440.0,CARB,2019-02-07,618500.0,927191.14,0.6670684967934444,Market Model,2019-02-07,-0.180130629,-0.164979821,-0.166379725,250.0
1941190343.0,EW,2019-02-12,100000.0,32302251.48,0.0030957594414716,Market Model,2019-02-12,0.0250101786,0.0012908173,0.0011052716,250.0
1941192325.0,TTC,2019-02-15,700000.0,6520976.06,0.1073458932465395,Market Model,2019-02-15,0.0261712439,0.0170485404,0.0169369239,250.0
1941194206.0,TAST,2019-02-20,238000.0,393525.03,0.6047899926467193,Market Model,2019-02-20,0.1797631862,0.1762954477,0.1811368059,250.0
1941194957.0,GABC,2019-02-21,68200.0,732047.47,0.0931633572888381,Market Model,2019-02-21,-0.015560495,-0.016451468,-0.016504517,250.0
1941195661.0,DHR,2019-02-25,21400000.0,71295853.16,0.3001577097615308,Market Model,2019-02-25,0.0958818821,0.0876756738,0.0885146368,250.0
1941198001.0,MIDD,2019-02-27,105000.0,6095141.58,0.0172268352788615,Market Model,2019-02-27,0.0326846938,0.0372668704,0.0363590808,250.0
1941198628.0,ACIW,2019-02-28,750000.0,3234682.2,0.2318620357820623,Market Model,2019-02-28,0.064028314,0.0537208086,0.0547601507,250.0
1941200781.0,PCRX,2019-03-05,220000.0,1800382.06,0.1221962853817816,Market Model,2019-03-05,-0.1145364,-0.108793096,-0.104180073,249.0
1941206481.0,FIS,2019-03-18,43000000.0,33217107.84,1.2945136646791222,Market Model,2019-03-18,-0.010948228,-0.020568164,-0.020706998,250.0
1941207944.0,JLL,2019-03-19,1800000.0,5554161.63,0.3240813141406545,Market Model,2019-03-19,-0.052680279,-0.051946626,-0.051590536,250.0
1941386198.0,KLXE,2019-03-20,96500.0,544067.46,0.1773677109820168,,,,,,
1941210137.0,TMO,2019-03-24,1700000.0,95164940.64,0.0178637215403826,Market Model,2019-03-25,0.0014388489,0.0153219932,0.01493893,250.0
1941210413.0,CUZ,2019-03-25,1589433.0,3514418.6,0.4522605815937805,Market Model,2019-03-25,-0.055776892,-0.046266213,-0.046786253,250.0
1941212348.0,ON,2019-03-27,936000.0,7651790.66,0.1223243083338612,Market Model,2019-03-27,-0.032919847,-0.042617659,-0.04231061,250.0
1941213202.0,PRGS,2019-03-28,225000.0,1632260.7,0.1378456272334438,Market Model,2019-03-28,0.1949905737,0.1872317828,0.1922250767,250.0
1941250921.0,EHC,2019-04-01,217500.0,6513419.52,0.0333925980557751,Market Model,2019-04-01,0.0001651539,-0.016246618,-0.016319632,250.0
1941214800.0,LEA,2019-04-02,320000.0,9669096.58,0.0330951291418375,Market Model,2019-04-02,0.0852553239,0.0719370229,0.0739077131,250.0
1941216718.0,VICI,2019-04-05,558000.0,8507382.56,0.0655900914370071,Market Model,2019-04-05,0.0072992701,0.002817075,0.002798758,243.0
1941218912.0,AOS,2019-04-08,107000.0,6676496.0,0.0160263707190118,Market Model,2019-04-08,-0.017876687,-0.0142581,-0.01440094,250.0
2007005785.0,CAMP,2019-04-15,50000.0,493672.19,0.1012817837682936,Market Model,2019-04-15,0.01003861,0.0083675592,0.0081848099,250.0
1941222563.0,COUP,2019-04-16,215000.0,5561860.0,0.0386561330202486,Market Model,2019-04-16,-0.064499431,-0.071862133,-0.07106738,250.0
1941221859.0,COLD,2019-04-16,1240000.0,4310177.3,0.2876911815205374,Market Model,2019-04-16,-0.02060528,-0.025780447,-0.026002852,250.0
1941225814.0,ELAN,2019-04-26,247150.0,10712812.5,0.0230705055278434,,,,,,
1941225838.0,RGEN,2019-04-26,240000.0,2639850.87,0.0909142265297736,Market Model,2019-04-26,0.2260188646,0.2079446199,0.2116951534,250.0
1941202167.0,PH,2019-04-29,3675000.0,22680648.13,0.1620324066109481,Market Model,2019-04-29,-0.005164268,-0.012252388,-0.012348213,250.0
1941227767.0,HWC,2019-04-30,213106.0,3527733.79,0.0604087532353171,Market Model,2019-04-30,-0.004409376,0.0045568428,0.0041505753,250.0
1941228392.0,SEE,2019-05-01,475000.0,6614388.75,0.0718131361722577,Market Model,2019-05-01,-0.043609023,-0.036062104,-0.037027236,250.0
1941228349.0,PS,2019-05-01,170000.0,1998503.61,0.0850636441932671,Market Model,2019-05-01,0.0017401392,0.016695222,0.0160326214,187.0
1941228837.0,POST,2019-05-02,85000.0,6881479.2,0.0123519954837616,Market Model,2019-05-02,-0.085298812,-0.091442668,-0.0896344,250.0
1941232712.0,MSON,2019-05-02,121000.0,186467.15,0.6489078639320652,Market Model,2019-05-02,-0.002306805,-0.010786856,-0.01194792,250.0
1941230901.0,MPLX,2019-05-08,14000000.0,26808174.56,0.5222287690147002,Market Model,2019-05-08,-0.033574428,-0.015064153,-0.014758781,250.0
1941230963.0,PETQ,2019-05-08,185000.0,662653.0,0.2791808080548945,Market Model,2019-05-08,0.015697467,0.0290585574,0.0287202718,250.0
1941231136.0,MTOR,2019-05-08,175000.0,1877852.72,0.0931915469920346,Market Model,2019-05-08,-0.032300306,-0.006987189,-0.006863266,250.0
1941231934.0,BSX,2019-05-09,465000.0,55158307.86,0.0084302803700983,Market Model,2019-05-09,-0.005167256,-0.007982999,-0.008096071,250.0
1941224476.0,OXY,2019-05-09,55000000.0,49861917.04,1.1030462377906198,Market Model,2019-05-09,-0.079075222,-0.07906826,-0.078260728,250.0
