Deal Number,Acquiror ticker symbol,Announced date,Deal value th USD,DlyCap,Relative_Size,Model,evtdate,Percent_Stock,Public_Target,Same_Industry,Log_Acq_Size,cret,car,bhar,nrets_est
1941099582.0,GTN,2018-06-23,3647000.0,74355.45,49.048186783887395,Market Model,2018-06-25,0.218535782835207,0,1,11.21661225115208,0.3684210526,0.350647301,0.3803262063,250
1941730241.0,GDEN,2018-07-16,190000.0,805070.5,0.2360041760317885,Market Model,2018-07-16,0.1842105263157894,0,0,13.598685130205755,0.1254147313,0.0594068072,0.0555561247,250
1941112505.0,VBTX,2018-07-24,1000000.0,792411.37,1.2619707867139769,Market Model,2018-07-24,1.0,1,1,13.58283594251732,-0.036573929,-0.043450255,-0.045080785,250
1941112288.0,SNV,2018-07-24,2900000.0,6539436.8,0.4434632658274181,Market Model,2018-07-24,1.0,1,1,15.693361603517216,-0.097021743,-0.125219619,-0.125062448,250
1941118434.0,SWK,2018-08-07,690000.0,22186450.0,0.0311000633269405,Market Model,2018-08-07,0.0,0,1,16.914992300136433,0.0165758067,0.0080059306,0.0044013904,250
1941119291.0,WSFS,2018-08-08,1500000.0,1758580.2,0.8529608146389912,Market Model,2018-08-08,0.853582,1,1,14.380017336907668,-0.073981617,-0.076739848,-0.078787341,250
1941124397.0,MOFG,2018-08-21,152900.0,402315.32,0.3800501556838551,Market Model,2018-08-21,0.7724002616088947,0,1,12.904991438246867,-0.007054674,-0.015853623,-0.017207138,250
1941134579.0,BUSE,2018-08-22,264300.0,1557730.83,0.1696698780751485,Market Model,2018-08-22,0.7,0,1,14.258740724119866,-0.00777605,-0.030403942,-0.031339841,250
1941124168.0,HIG,2018-08-22,2200000.0,18759650.46,0.1172729739656353,Market Model,2018-08-22,0.0,1,1,16.74721886917261,-0.03149456,-0.055114288,-0.056560026,250
1941056297.0,HCA,2018-08-31,1500000.0,46034115.21,0.0325845298243975,Market Model,2018-08-31,0.0,0,1,17.644893314578027,0.0523881579,0.0236310062,0.0231071334,250
1941130121.0,SAIC,2018-09-10,2500000.0,3814107.7,0.6554613022595035,Market Model,2018-09-10,0.64,1,1,15.154217302814082,-0.100346021,-0.116796122,-0.117857681,250
1941132203.0,PRK,2018-09-13,141800.0,1702196.37,0.0833041372306533,Market Model,2018-09-13,0.7997179125528914,0,0,14.347429957488355,-0.029647415,-0.062015684,-0.062785218,250
