Deal Number,Acquiror ticker symbol,Announced date,Deal value th USD,DlyCap,Relative_Size,Model,evtdate,Percent_Stock,Public_Target,Same_Industry,Log_Acq_Size,cret,car,bhar,nrets_est
1941422500.0,SWN,2020-08-12,204278.0,1646734.56,0.1240503508956537,Market Model,2020-08-12,1.0,1,1,14.314304830415262,0.0842911877,0.0996521488,0.0770997843,250
1941292018.0,ROP,2020-08-13,5350000.0,46634139.9,0.1147228191936697,Market Model,2020-08-13,0.0,1,0,17.657843446743687,0.0878430784,0.0297344607,0.0304255906,250
1941425351.0,JNJ,2020-08-19,6500000.0,395160404.07,0.0164490164830597,Market Model,2020-08-19,0.0,1,0,19.794802326687854,0.0238479747,-0.031421783,-0.032998206,250
1941427785.0,ACAD,2020-08-24,939500.0,6042335.92,0.1554862246056654,Market Model,2020-08-24,0.0,0,1,15.614301236867547,-0.0890474,-0.257940335,-0.272917587,250
1941428182.0,HOLX,2020-08-25,80000.0,16919490.05,0.0047282748926584,Market Model,2020-08-25,0.0,0,0,16.643976772799277,-0.055351731,-0.152568668,-0.166713186,250
1941665736.0,CYRX,2020-08-25,320000.0,1422377.04,0.2249755100096385,Market Model,2020-08-25,0.0,0,1,14.167840001879217,0.6400353774,0.4335363724,0.5186501197,250
1941429828.0,EMR,2020-08-27,1600000.0,41984568.25,0.0381092402921161,Market Model,2020-08-27,0.0,0,0,17.552812686112365,0.0861249002,0.0205176049,0.0196887612,250
1941709368.0,UVV,2020-09-08,170000.0,1053761.67,0.1613268017235814,Market Model,2020-09-08,0.0,0,0,13.867876862969974,-0.028449821,-0.014140903,-0.015444015,250
1941433431.0,PRGS,2020-09-08,220000.0,1595934.27,0.1378502887841364,Market Model,2020-09-08,0.0,0,0,14.282969871933272,-0.029132855,-0.03553958,-0.037487599,250
1941439238.0,PD,2020-09-21,100000.0,1954245.15,0.0511706527709688,Market Model,2020-09-21,0.4,0,1,14.485514564308996,-0.094630872,0.0298942121,-0.024983555,250
1941440797.0,CRWD,2020-09-23,96000.0,26311618.8,0.0036485782471126,Market Model,2020-09-23,0.1041666666666666,0,1,17.085521179059857,0.234392557,0.194574274,0.1986068358,250
1941440516.0,SSP,2020-09-24,2650000.0,722723.16,3.666687532194208,Market Model,2020-09-24,0.0,0,1,13.490781523249916,-0.018465606,0.0433014271,0.0358274756,250
2007225803.0,VSTO,2020-09-28,81400.0,1099113.66,0.0740596745927077,Market Model,2020-09-28,0.0,0,1,13.910014649330227,0.1480908153,0.0990190427,0.0798938705,250
1941443308.0,SRGA,2020-09-29,125000.0,151908.0,0.8228664718118861,Market Model,2020-09-29,0.0,0,1,11.931030353424829,-0.102325581,-0.051270105,-0.072441695,250
2007202053.0,OMCL,2020-10-01,225000.0,3156176.84,0.0712887811444684,Market Model,2020-10-01,0.0,0,0,14.96487199233122,0.173266598,0.1963049314,0.2062820659,250
1941444946.0,CAT,2020-10-05,405000.0,81193559.58,0.0049880803612379,Market Model,2020-10-05,0.0,0,1,18.212346486469023,0.1079994549,0.0794089493,0.0824106098,250
1941445605.0,AVLR,2020-10-05,377000.0,10916991.28,0.0345333242768698,Market Model,2020-10-05,0.0,0,1,16.20583096650785,0.2044129236,0.091655626,0.09702501,250
1941444825.0,BMY,2020-10-05,13100000.0,132351063.2,0.0989791822087909,Market Model,2020-10-05,0.0,1,0,18.700968519850303,0.0373875164,-0.008316914,-0.010985535,250
1941449316.0,ACA,2020-10-12,87000.0,2260861.8,0.0384809013978651,Market Model,2020-10-12,0.0,0,0,14.631256625995269,0.0794209247,0.0148686046,0.014042599,250
1941447852.0,TWLO,2020-10-12,3200000.0,42077682.24,0.076049816188735,Market Model,2020-10-12,1.0,0,1,17.55502804502887,0.4686956909,0.3031361669,0.3665632662,250
1941448516.0,COLD,2020-10-13,1740000.0,7967767.99,0.2183798526995011,Market Model,2020-10-13,0.3185632183908046,0,1,15.89091496010176,0.0045522762,-0.029691985,-0.031346715,250
1941450311.0,FCNCA,2020-10-16,2156590.0,3113102.52,0.6927462189712917,Market Model,2020-10-16,1.0,1,1,14.951130381743662,0.4010766381,0.3230013712,0.3731884298,250
1941449305.0,COP,2020-10-19,9700000.0,36220553.82,0.2678037461327807,Market Model,2020-10-19,1.0,1,1,17.40513730074991,-0.143962351,-0.153860201,-0.150799188,250
1941712183.0,SWI,2020-10-23,142000.0,6763135.25,0.020996179249853,Market Model,2020-10-23,0.0,0,1,15.726997134878475,0.0668407311,0.0595693039,0.0604100442,250
2007079277.0,RPAY,2020-10-27,93000.0,1634313.12,0.0569046401585517,Market Model,2020-10-27,0.0,0,1,14.30673316395078,0.0277547639,-0.062775847,-0.073506042,250
1941447255.0,AMD,2020-10-27,35000000.0,98899007.76,0.3538963715888346,Market Model,2020-10-27,1.0,1,1,18.40960976378225,-0.036487167,-0.099279944,-0.105981644,250
1941455410.0,AIZ,2020-10-28,325000.0,7198917.12,0.0451456787989802,Market Model,2020-10-28,0.0,0,0,15.789441172675067,0.0439505763,0.0145313735,0.0141168229,250
1941586449.0,APEI,2020-10-28,329000.0,430645.72,0.7639690462963384,Market Model,2020-10-28,0.0,0,1,12.973041035702822,0.032122905,0.0046080029,-0.003392776,250
1941456027.0,MRVL,2020-10-29,8196032.0,26485772.01,0.3094503719546289,Market Model,2020-10-29,0.5818237410493273,1,1,17.09211824148818,0.0463027089,-0.036441255,-0.044941938,250
1941456747.0,OCSL,2020-10-29,259064.0,641372.55,0.4039212467075492,Market Model,2020-10-29,1.0,0,1,13.371365768318826,0.0165289256,-0.020154161,-0.021891792,250
1941457270.0,COUP,2020-11-02,1500000.0,18661634.7,0.0803788105443946,Market Model,2020-11-02,0.4289826666666667,0,1,16.741980354048028,0.0287114089,-0.092958358,-0.121527251,250
1941458835.0,KBAL,2020-11-04,180000.0,404991.84,0.4444533993573796,Market Model,2020-11-04,0.0,0,0,12.911622197737552,-0.021543986,-0.04551953,-0.05398691,250
1941460321.0,VFC,2020-11-09,2400000.0,27304180.04,0.0878986293118509,Market Model,2020-11-09,0.0,0,0,17.122550363452596,0.0601726582,0.0509786064,0.0430548125,250
1941460356.0,CASY,2020-11-09,580000.0,6544689.84,0.0886214647568386,Market Model,2020-11-09,0.0,0,1,15.694164567356802,0.0461149892,0.0193920309,0.015774478,250
1941460745.0,ADBE,2020-11-09,1500000.0,237283408.97,0.0063215544926263,Market Model,2020-11-09,0.0,0,1,19.284765803116844,-0.082065477,-0.158736328,-0.164420926,250
1941461901.0,PANW,2020-11-11,800000.0,23049904.8,0.034707301697836,Market Model,2020-11-11,0.0,0,1,16.95317219724656,0.1044588489,0.0810400657,0.0764348003,250
1941463044.0,PNC,2020-11-16,11600000.0,52058720.0,0.2228253018898659,Market Model,2020-11-16,0.0,0,1,17.767882870213445,0.1988697524,0.1726691369,0.1801246309,250
1941463747.0,HD,2020-11-16,8000000.0,298361309.52,0.0268131280589641,Market Model,2020-11-16,0.0,1,0,19.5138157581018,-0.056525064,-0.113198091,-0.113989003,250
1941466216.0,KMPR,2020-11-23,370000.0,4822081.11,0.076730355952059,Market Model,2020-11-23,0.0,0,1,15.38871615840302,0.1347974208,0.0627543437,0.064603118,250
1941466788.0,MKC,2020-11-24,800000.0,22755684.0,0.0351560515605683,Market Model,2020-11-24,0.0,0,1,16.94032551830873,-0.05781717,-0.129168463,-0.133152886,250
1941466788.0,MKC,2020-11-24,800000.0,22755684.0,0.0351560515605683,Market Model,2020-11-24,0.0,0,1,16.94032551830873,-0.05151671,-0.117062771,-0.122370864,250
1941467257.0,FSK,2020-11-24,3642214.0,2145929.04,1.6972667465276483,Market Model,2020-11-24,1.0,1,1,14.579083135456465,0.2183984116,0.1168214281,0.1291154568,250
2007239147.0,KALU,2020-11-30,670000.0,1264169.4,0.5299922621129732,Market Model,2020-11-30,0.0,0,1,14.04992586369654,0.472758406,0.2926473194,0.3432847324,250
1941470409.0,HSTM,2020-11-30,67500.0,603465.9,0.1118538760847961,Market Model,2020-11-30,0.0,0,1,13.310444814195076,0.0828789531,0.0245601895,0.021698346,250
1941468836.0,PPG,2020-11-30,1150000.0,34906227.12,0.0329454110307181,Market Model,2020-11-30,0.0,0,1,17.368175798763524,0.1354530296,0.0115171443,0.0100623884,250
1941469972.0,CSX,2020-11-30,700000.0,69816309.75,0.0100263105069084,Market Model,2020-11-30,0.0,0,1,18.061378204477524,0.1849675415,0.0261624267,0.0289774265,250
1941244830.0,AHCO,2020-12-01,2026000.0,1907516.52,1.0621139994111295,Market Model,2020-12-01,0.4570582428430405,0,0,14.461312702653704,0.3706959707,0.1854468321,0.2065810537,250
1941467539.0,CRM,2020-12-01,27700000.0,223678000.0,0.1238387324636307,Market Model,2020-12-01,0.0,1,1,19.225718075624968,-0.018986524,-0.17382561,-0.197351286,250
1941615106.0,ZBH,2020-12-01,250000.0,30909295.36,0.0080881817941255,Market Model,2020-12-01,0.0,0,1,17.24656751734247,0.1095382286,-0.015751837,-0.028084227,250
1941469353.0,CHD,2020-12-01,530000.0,21806456.5,0.024304728280819,Market Model,2020-12-01,0.0,0,1,16.897716653634493,-0.012001318,-0.096602641,-0.103539842,250
1941708593.0,HUN,2020-12-07,250000.0,5623546.77,0.0444559297228001,Market Model,2020-12-07,0.0,0,1,15.542473120676132,0.0206237425,-0.042644982,-0.050416775,250
1941472391.0,JNPR,2020-12-07,180000.0,7247597.28,0.0248358170364565,Market Model,2020-12-07,0.0,0,0,15.796180562247368,0.0864382231,0.0468794138,0.0475977297,250
1941709559.0,IR,2020-12-07,184000.0,18873874.64,0.0097489256185925,Market Model,2020-12-07,0.0,0,1,16.753289229600064,0.1020100503,0.0308435425,0.0294902324,250
1941548462.0,MRCY,2020-12-07,310000.0,4154936.76,0.0746100405147923,Market Model,2020-12-07,0.0,0,0,15.23980776593925,0.1140472879,0.0705367166,0.0723843197,250
1941473365.0,APH,2020-12-09,1700000.0,39859412.2,0.0426499013951841,Market Model,2020-12-09,0.0,1,1,17.500869126027045,0.0786351374,0.0042184579,0.0030603887,250
1941515128.0,AYTU,2020-12-10,59900.0,87376.19,0.685541450136473,Market Model,2020-12-10,0.7495826377295493,1,0,11.377978098899732,-0.38019802,-0.840494944,-0.941549952,250
1941728742.0,PTC,2020-12-12,715000.0,13180585.74,0.0542464511140913,Market Model,2020-12-14,0.0,0,1,16.394255527629287,0.2689057879,0.152042147,0.1770193128,250
1941697217.0,PRIM,2020-12-14,620000.0,1309654.08,0.4734074512255938,Market Model,2020-12-14,0.0,0,1,14.08527359923837,0.2339945897,0.1194004564,0.1339424927,250
1941475415.0,GDDY,2020-12-15,365000.0,14204678.4,0.0256957595041363,Market Model,2020-12-15,0.0,0,0,16.469081933098614,0.157394844,0.0740192547,0.0791022618,250
1941520088.0,CERN,2020-12-16,375000.0,23104622.4,0.0162305184437898,Market Model,2020-12-16,0.0,0,1,16.95554325937001,0.032288068,0.0049323707,0.0034231461,250
1941476366.0,IART,2020-12-16,400000.0,5023513.53,0.0796255444742476,Market Model,2020-12-16,0.0,0,1,15.429640153222175,0.1729013782,0.1700931066,0.178505734,250
1941616459.0,SPSC,2020-12-17,100000.0,3424619.91,0.0292003208029004,Market Model,2020-12-17,0.0,0,1,15.04650104833778,0.177877429,0.0838218061,0.0891762167,250
1941700453.0,MODN,2020-12-17,60000.0,1246243.59,0.0481446809287099,Market Model,2020-12-17,0.0,0,0,14.035644456814667,0.1698966408,0.0845126243,0.0871507974,250
1941477171.0,VSAT,2020-12-21,222000.0,2121211.53,0.1046571720265918,Market Model,2020-12-21,0.0,1,1,14.567497959832828,-0.040583024,-0.021870639,-0.028356202,250
1941194409.0,FANG,2020-12-21,2150000.0,7241482.32,0.296900538452188,Market Model,2020-12-21,0.2582190697674418,1,1,15.79533648373695,0.19168357,0.2168411232,0.2033058608,250
1941479520.0,CENT,2020-12-31,532000.0,429294.32,1.2392430442592393,Market Model,2020-12-31,0.0,0,0,12.96989802328422,0.0148735746,-0.047134692,-0.053441949,250
1941480480.0,XRAY,2020-12-31,1040000.0,11246840.3,0.0924704158909413,Market Model,2020-12-31,0.0,0,1,16.2355977849433,0.15180261,0.1165188547,0.1213795781,250
1941479578.0,TDY,2021-01-04,8200000.0,14457006.36,0.5671990311001012,Market Model,2021-01-04,0.4878048780487805,1,1,16.48668972421578,-0.035327355,-0.078582015,-0.084793715,250
1941481635.0,AVY,2021-01-04,87600.0,12938965.98,0.0067702473393472,Market Model,2021-01-04,0.0,0,1,16.375753935034258,0.069610183,0.0131733178,0.0108032606,250
1941479913.0,CNC,2021-01-04,2200000.0,34805273.94,0.0632088115092134,Market Model,2021-01-04,0.0,1,0,17.36527948326216,0.0758145363,0.011072277,0.0022864675,250
2007041228.0,UNH,2021-01-06,13000000.0,327153480.8,0.0397367008543226,Market Model,2021-01-06,0.0,1,0,19.60593997899111,0.0147189117,-0.060186392,-0.064137819,250
1941691997.0,CMRX,2021-01-07,78000.0,299004.16,0.2608659357782848,Market Model,2021-01-07,0.5,0,1,12.608212765319516,0.7841409692,0.6888832096,0.7057723092,250
1941442184.0,DVN,2021-01-07,2550261.0,7007656.48,0.363924945133726,Market Model,2021-01-07,1.0,0,1,15.76251389213209,0.2799140343,0.2752778181,0.2915996076,250
1941482591.0,FFIV,2021-01-07,500000.0,11006599.72,0.0454272902367344,Market Model,2021-01-07,0.0,0,0,16.21400562539533,0.1474758261,0.1288177589,0.1364529649,250
1941484751.0,AVAV,2021-01-13,405000.0,2306029.68,0.1756265340002041,Market Model,2021-01-13,0.1234567901234567,0,1,14.651037850500211,0.5356376639,0.4159766607,0.4693862796,250
1941701553.0,CADE,2021-01-13,108400.0,2571231.39,0.0421587883617117,Market Model,2021-01-13,0.8339483394833949,0,1,14.759895482198267,0.3714479026,0.2765447932,0.3206299193,250
2007134769.0,CTLT,2021-01-13,80000.0,19053911.62,0.0041986129460172,Market Model,2021-01-13,0.0,0,0,16.76278297284197,0.2420455739,0.104153436,0.1195736692,250
1941486762.0,TMO,2021-01-19,550000.0,199411991.9,0.0027581089520223,Market Model,2021-01-19,0.0,0,0,19.11088355360344,0.1093077612,0.0308840856,0.0315706155,250
2007308102.0,CTXS,2021-01-19,2250000.0,16172772.0,0.1391227181091775,Market Model,2021-01-19,0.0,0,1,16.59883964543252,0.0759591584,0.022330161,0.0181711165,250
1941519868.0,MGPI,2021-01-25,475000.0,898747.08,0.5285135390926666,Market Model,2021-01-25,0.5,0,0,13.708756939055233,0.265537934,0.237275071,0.2585728779,250
1941544125.0,SYBT,2021-01-27,189431.0,969402.24,0.1954101116993499,Market Model,2021-01-27,0.8517930011455358,0,1,13.784434913098398,0.1311924322,0.0952078202,0.0969747415,250
1941491709.0,WOR,2021-01-29,115000.0,2842913.06,0.0404514656526288,Market Model,2021-01-29,0.0,0,1,14.860339809792702,0.1453709258,0.0334694171,0.0325677781,250
1941515885.0,NMRK,2021-01-31,70000.0,1147368.04,0.0610091945736958,Market Model,2021-02-01,0.0,0,1,13.95298121648273,0.1505524862,0.0826113492,0.0773679134,250
1941491823.0,GTN,2021-02-01,925000.0,1519376.65,0.6088023006013684,Market Model,2021-02-01,0.0,0,1,14.233810710024786,0.0,-0.034834187,-0.050475487,250
1941491823.0,GTN,2021-02-01,925000.0,1519376.65,0.6088023006013684,Market Model,2021-02-01,0.0,0,1,14.233810710024786,0.0150501672,-0.05135907,-0.056311479,250
1941493875.0,TMUS,2021-02-02,1940000.0,159472726.52,0.0121650895569073,Market Model,2021-02-02,0.0,0,1,18.887383471963084,-0.077122729,-0.14851446,-0.153672307,250
1941711303.0,TW,2021-02-02,190000.0,6558037.5,0.0289720819681192,Market Model,2021-02-02,0.0,0,0,15.696201954577152,0.0839071257,0.0103360849,0.0061922741,250
1941493686.0,NOG,2021-02-03,295500.0,502068.45,0.5885651647698635,Market Model,2021-02-03,0.1539763113367174,0,1,13.1264917439601,0.454954955,0.4210866002,0.4800156535,250
1941494510.0,CORR,2021-02-04,350000.0,126963.6,2.756695619846948,Market Model,2021-02-04,0.3411428571428571,0,0,11.751655710185808,0.1971223022,0.2626100117,0.2475572644,250
1941493828.0,MGNI,2021-02-05,1700000.0,5026139.3,0.3382317716502604,Market Model,2021-02-05,0.2947941176470588,0,1,15.430162712579031,1.2592456975,0.7800229303,1.1368276477,250
1941495757.0,RAMP,2021-02-08,68000.0,5438329.13,0.0125038404948469,Market Model,2021-02-08,0.0,0,1,15.508982426432784,-0.120689655,-0.204314029,-0.209773929,250
1941495952.0,CNO,2021-02-09,50000.0,3271706.9,0.0152825425773928,Market Model,2021-02-09,0.0,0,1,15.000822394452795,0.0092511013,-0.05474161,-0.059671012,250
1941512008.0,TYL,2021-02-10,2300000.0,17063160.24,0.1347933189192156,Market Model,2021-02-10,0.0,1,1,16.65243232554542,0.0962178517,0.0384002619,0.038061493,250
1941496928.0,ZG,2021-02-10,500000.0,10568616.95,0.0473098800311804,Market Model,2021-02-10,0.0,0,1,16.173399502549195,0.2537683393,0.0932277461,0.0827752216,250
1941492489.0,HRL,2021-02-11,3350000.0,26904113.94,0.1245162731421289,Market Model,2021-02-11,0.0,0,1,17.10778976745126,0.0687542546,0.0409649981,0.0368788312,250
1941513361.0,GTLS,2021-02-16,55000.0,5576545.72,0.0098627363177074,Market Model,2021-02-16,0.0,0,1,15.534080096074057,-0.001531282,-0.078610139,-0.102139162,250
1941544285.0,PGR,2021-02-16,338000.0,50485204.0,0.0066950308846924,Market Model,2021-02-16,0.0,0,1,17.737190861216593,-0.039593365,-0.08533399,-0.088375217,250
1941499068.0,ET,2021-02-17,7200000.0,18776103.36,0.3834661464070679,Market Model,2021-02-17,1.0,1,1,16.748095521397715,0.1846320732,0.2019068959,0.2085997592,250
1941499396.0,CRL,2021-02-17,875000.0,14263307.82,0.0613462186361199,Market Model,2021-02-17,0.0,0,1,16.473200910987604,0.0529738419,-0.046927885,-0.055558772,250
1941512131.0,FSS,2021-02-18,52500.0,2150987.42,0.0244073951859746,Market Model,2021-02-18,0.0,0,1,14.58143755979018,0.0258136925,0.0438257129,0.0409752363,250
1941500908.0,KLR,2021-02-19,215000.0,489157.68,0.439531073088743,Market Model,2021-02-19,0.0930232558139534,0,0,13.100440170467625,0.6287944493,0.538788579,0.6477361779,250
1941500107.0,RDFN,2021-02-19,608000.0,8906677.8,0.0682633877246575,Market Model,2021-02-19,0.0,0,0,16.00231186796383,-0.026478149,-0.055555328,-0.099922714,250
1941500980.0,MTB,2021-02-22,7518439.0,19246100.01,0.3906474036866443,Market Model,2021-02-22,1.0,1,1,16.77281900128943,0.0750396264,0.1174516867,0.1153295865,250
1941501566.0,GT,2021-02-22,2500000.0,3241703.5,0.7711994634919572,Market Model,2021-02-22,0.254262,1,1,14.991609521203989,0.4982728843,0.4767596,0.5429521207,250
1941502525.0,BEAM,2021-02-23,440000.0,6321414.14,0.069604678677167,Market Model,2021-02-23,1.0,0,1,15.65945349742244,-0.07245503,-0.16206098,-0.208474884,192
1941503713.0,LDOS,2021-02-23,380000.0,14772919.8,0.0257227416884778,Market Model,2021-02-23,0.0,0,1,16.508306319466158,-0.196430165,-0.212394264,-0.198038101,250
1941502744.0,ADSK,2021-02-24,1000000.0,63738900.0,0.0156890062426555,Market Model,2021-02-24,0.0,0,0,17.970305609195513,-0.082890614,-0.097947501,-0.100871341,250
1941502836.0,HPQ,2021-02-24,425000.0,35310233.68,0.0120361706991682,Market Model,2021-02-24,0.0,0,1,17.379683385837925,0.1918465228,0.1962987382,0.2109632208,250
1941549088.0,APPS,2021-02-26,400000.0,6471785.32,0.0618067473227001,Market Model,2021-02-26,0.0,0,1,15.682962566589344,0.275862069,0.1200506556,0.0599925109,250
1941720222.0,DNOW,2021-02-27,90000.0,1168789.76,0.0770027280184248,Market Model,2021-03-01,0.0,0,0,13.97147937825773,0.4344059406,0.4545224821,0.5057374065,250
1941505790.0,MMS,2021-03-01,430000.0,4994899.84,0.0860878123233798,Market Model,2021-03-01,0.0,0,0,15.423927917811694,0.1147998544,0.1239875605,0.1268472876,250
1941721410.0,AMK,2021-03-01,145000.0,1712206.17,0.084686063244358,Market Model,2021-03-01,0.1724137931034483,0,1,14.353293254835016,0.0198061525,0.0351097451,0.0304696857,250
1941505578.0,A,2021-03-02,695000.0,37966400.0,0.0183056597412448,Market Model,2021-03-02,0.0,0,0,17.45221211601963,-0.00274611,-0.054714467,-0.058651017,250
2007033683.0,ABBV,2021-03-02,655000.0,191439267.62,0.0034214506153468,Market Model,2021-03-02,0.0,0,1,19.0700811759198,0.0420569867,0.0098034507,0.008995293,250
1941610228.0,SHBI,2021-03-03,146000.0,184286.12,0.7922463178453157,Market Model,2021-03-03,0.8592945205479452,1,1,12.124244828830506,0.3196923638,0.2562761695,0.2925461386,250
1941507117.0,TECH,2021-03-03,320000.0,14566696.56,0.0219679183047388,Market Model,2021-03-03,0.0,0,0,16.494248423569516,0.0705286462,0.0335284822,0.0226737729,250
1941511053.0,AMGN,2021-03-04,1900000.0,129340130.04,0.0146899496653699,Market Model,2021-03-04,0.0,1,0,18.67795615939431,-0.031556318,-0.045337669,-0.04505393,250
1941722311.0,DGX,2021-03-08,225000.0,15742351.8,0.0142926547988846,Market Model,2021-03-08,0.0,0,1,16.571865205294053,0.0112304287,-0.013539104,-0.016318137,250
1941683839.0,HQY,2021-03-08,67228.0,6533995.8,0.0102889567207863,Market Model,2021-03-08,0.0,0,0,15.692529228351392,-0.029525653,-0.057587773,-0.062773208,250
1941509002.0,DBX,2021-03-09,165000.0,7871212.8,0.0209624620998685,Market Model,2021-03-09,0.0,0,1,15.878722712713891,0.1171497585,0.1126586441,0.1114057605,250
1941632594.0,WSFS,2021-03-10,976400.0,2561880.3,0.3811263156986686,Market Model,2021-03-10,1.0,1,1,14.756252039035866,0.0868937418,0.107175365,0.0965570023,250
1941513472.0,HST,2021-03-15,161000.0,12153438.95,0.0132472792813922,Market Model,2021-03-15,0.0,0,1,16.313122728854506,0.202739726,0.2266077126,0.2383422946,250
1941281248.0,DFNS,2021-03-15,863400.0,173190.0,4.985276286159709,Market Model,2021-03-15,1.0,0,0,12.062144536723087,-0.089334549,-0.089101162,-0.086952459,181
1941514438.0,AME,2021-03-22,1350000.0,27842908.64,0.0484863136052009,Market Model,2021-03-22,0.0,0,0,17.142088864984643,0.0625593558,0.0719896162,0.0732181995,250
1941514331.0,SNX,2021-03-22,7200000.0,5324810.4,1.3521608205993587,Market Model,2021-03-22,0.6306666666666667,0,1,15.487887663292064,0.278588395,0.2295621364,0.2550938461,250
1941603806.0,BANC,2021-03-22,226000.0,1025301.65,0.2204229360208286,Market Model,2021-03-22,0.9898230088495577,1,1,13.840497419941975,-0.048665991,-0.023165329,-0.026741177,250
2007079980.0,SBCF,2021-03-23,102200.0,2040382.5,0.0500886475942623,Market Model,2021-03-23,0.0,0,1,14.528647848244471,0.0194444444,0.0387735387,0.0357896569,250
1941516397.0,MTD,2021-03-24,205000.0,26139947.68,0.0078424028429424,Market Model,2021-03-24,0.0,0,1,17.078975264628124,0.0407308683,0.0052962494,0.0031189144,250
1941497575.0,COHR,2021-03-25,7017237.0,6302904.96,1.1133337793498952,Market Model,2021-03-25,0.2132527375090794,1,1,15.656521189847531,0.0445656566,0.0571680472,0.057957565,250
1941517605.0,PEBO,2021-03-29,292300.0,664468.64,0.4399003691129802,Market Model,2021-03-29,1.0,1,1,13.406742962643314,0.079640334,0.0469914351,0.0448850706,250
1941520108.0,GHC,2021-04-05,323000.0,2318659.98,0.1393045995471919,Market Model,2021-04-05,0.0,1,1,14.656499981942757,0.1017624954,0.0592521667,0.0603198536,250
1941520262.0,KELYA,2021-04-05,215000.0,858240.0,0.2505126771066368,Market Model,2021-04-05,0.0,0,0,13.662639059635396,0.0568807339,-0.021347726,-0.030383311,250
1941520421.0,BCO,2021-04-06,213000.0,3992179.38,0.0533543159576161,Market Model,2021-04-06,0.0,0,1,15.19984785027369,-0.011511512,-0.065231171,-0.069096878,250
1941522107.0,APPH,2021-04-08,60000.0,1791048.25,0.0334999350240843,Market Model,2021-04-08,0.8333333333333334,0,0,14.398311620936806,-0.169317599,-0.240415909,-0.260837907,135
1941521128.0,PAR,2021-04-08,500000.0,1368796.48,0.3652843993286715,Market Model,2021-04-08,0.22,0,1,14.129442429961257,0.112565445,-0.021326232,-0.077879074,250
1941523164.0,CDLX,2021-04-13,650000.0,3567771.0,0.182186580921253,Market Model,2021-04-13,0.0,0,1,15.08745158900796,-0.105781617,-0.237120817,-0.266748681,250
1941564024.0,CSGP,2021-04-14,156000.0,35730931.75,0.0043659650717056,Market Model,2021-04-14,0.0,0,0,17.39152730718547,0.0852051655,0.0270544372,0.0255783779,250
1941541685.0,URI,2021-04-15,996000.0,23511589.8,0.0423620864634172,Market Model,2021-04-15,0.0,1,1,16.973004040518358,-0.015467192,-0.0764356,-0.081702339,250
1941524572.0,KIM,2021-04-15,3872971.0,8443430.68,0.4586963696135893,Market Model,2021-04-15,0.904677055418179,1,1,15.94889926265505,0.0486910995,0.0402539736,0.0394827402,250
1941525982.0,WBS,2021-04-19,5115048.0,5187911.73,0.9859550944981093,Market Model,2021-04-19,1.0,1,1,15.461841810010045,-0.115226337,-0.184234793,-0.188219399,250
1941575368.0,BMRC,2021-04-19,134500.0,520552.62,0.2583792585656374,Market Model,2021-04-19,1.0,1,1,13.16264625702826,-0.103128911,-0.144909414,-0.145171079,250
1941527431.0,DLX,2021-04-21,960000.0,1779507.86,0.539474998441423,Market Model,2021-04-21,0.0,0,0,14.391847400893688,0.0790766208,0.0541574191,0.0521810045,250
1941581390.0,CBAN,2021-04-22,84000.0,142485.0,0.5895357406042742,Market Model,2021-04-22,0.725,0,1,11.866992009992392,0.0064474533,-0.056174109,-0.058728303,250
1941529367.0,SWKS,2021-04-22,2750000.0,30810962.0,0.0892539479942236,Market Model,2021-04-22,0.0,0,0,17.243381093714095,0.1281788117,0.0234854537,0.0210847086,250
1941566558.0,EFSC,2021-04-26,395153.0,1581392.81,0.249876562926829,Market Model,2021-04-26,1.0,1,1,14.273816542004353,0.0173859685,-0.028541446,-0.033189329,250
1941596324.0,FHI,2021-04-26,562000.0,2989762.86,0.1879747746950071,Market Model,2021-04-26,0.0,0,1,14.910704631184792,-0.019792016,-0.094394373,-0.099428702,250
1941544394.0,EHC,2021-04-26,95000.0,8798938.24,0.0107967572232897,Market Model,2021-04-26,0.0,0,1,15.990141617623635,0.0266410246,-0.027477603,-0.030416757,250
1941530880.0,IBM,2021-04-29,2000000.0,127783942.0,0.0156514188613777,Market Model,2021-04-29,0.0,0,0,18.66585144256089,0.101692399,0.0690780292,0.0709217128,250
1941531743.0,COO,2021-05-03,60000.0,20195654.39,0.0029709361648468,Market Model,2021-05-03,0.0,0,1,16.820978010019903,0.0423616696,0.0267803462,0.0268162496,250
1941530854.0,HZO,2021-05-03,63000.0,1258347.2,0.0500656734484727,Market Model,2021-05-03,0.0,0,0,14.045309671803984,0.3325315695,0.201516526,0.2254672875,250
1941531832.0,RCM,2021-05-04,300000.0,7107373.13,0.0422096876740169,Market Model,2021-05-04,0.0,0,0,15.776643272189691,-0.017749092,-0.075447066,-0.087538063,250
1941533431.0,MTZ,2021-05-05,420000.0,7948057.2,0.0528431023370088,Market Model,2021-05-05,0.0,0,1,15.888438079407011,0.1657935285,0.1576090554,0.1671869327,250
1941532597.0,ZNGA,2021-05-05,250000.0,11094494.97,0.0225336980796341,Market Model,2021-05-05,0.0,0,0,16.221959594610706,-0.056925996,-0.095933571,-0.102106241,250
2007264433.0,EQT,2021-05-06,2925000.0,5627273.72,0.5197898921469205,Market Model,2021-05-06,0.6581196581196581,0,1,15.543135641270007,0.1151716501,0.0191635392,0.0035940009,250
