Deal Number,Acquiror ticker symbol,Announced date,Deal value th USD,DlyCap,Relative_Size,Model,evtdate,cret,car,bhar,nrets_est,Percent_Stock,Public_Target,Same_Industry,Log_Acq_Size
1941160084.0,FORR,2018-11-26,245000.0,792657.6,0.3090867986378986,Market Model,2018-11-26,0.0174563591,0.0096754313,0.0082231592,250.0,0.0,0,1,13.58314662931599
1941158700.0,CSFL,2018-11-26,850400.0,2319973.25,0.3665559505912406,Market Model,2018-11-26,0.0126633987,0.0043815614,0.0042860594,250.0,1.0,1,1,14.657066213403606
1941159687.0,PBCT,2018-11-27,327000.0,6118448.29,0.0534449233696146,Market Model,2018-11-27,0.0289308176,-0.005450425,-0.005860151,250.0,1.0,1,1,15.626819074954316
1941160584.0,KHC,2018-11-29,200000.0,62410683.3,0.0032045795595383,Market Model,2018-11-29,-0.013127413,-0.033189331,-0.033186313,250.0,0.0,0,0,17.949247025416227
1941219247.0,HXL,2018-11-30,160000.0,5228549.35,0.0306012221152698,Market Model,2018-11-30,0.03210405,0.0165500751,0.0167604114,250.0,0.0,0,1,15.46964442662977
1941143890.0,NXST,2018-12-03,7200000.0,3769375.68,1.9101306452956155,Market Model,2018-12-03,0.0542578173,0.0622021066,0.0607672063,250.0,0.0,1,1,15.142419943588632
1941162976.0,CATC,2018-12-05,67000.0,351514.66,0.1906037147924357,Market Model,2018-12-06,-0.050640146,-0.037496699,-0.036679399,233.0,0.0,0,1,12.770006696333272
1941164314.0,TVTY,2018-12-09,1400000.0,1634552.5,0.8565035384302432,Market Model,2018-12-10,-0.328121183,-0.310927717,-0.306707279,250.0,0.0,0,0,14.306879624544916
1941164722.0,CSL,2018-12-10,197000.0,5925918.4,0.0332437922196161,Market Model,2018-12-10,-0.009589718,0.0048589877,0.0047045001,250.0,0.0,0,0,15.594846237192966
1941178455.0,KAI,2018-12-10,179000.0,916993.92,0.1952030390779472,Market Model,2018-12-10,-0.022101365,-0.002606082,-0.004400396,250.0,0.0,0,1,13.728856120900373
1941164490.0,HMN,2018-12-10,405000.0,1564355.61,0.2588925417028421,Market Model,2018-12-10,0.021978022,0.0439279385,0.0439953829,250.0,0.0,0,1,14.262984546365033
1941165187.0,BBT,2018-12-11,176000.0,36180609.0,0.0048644841771458,Market Model,2018-12-11,-0.017624843,-0.023950059,-0.023953586,250.0,1.0,1,1,17.404033870293905
1941181603.0,AMAG,2018-12-13,415000.0,595746.0,0.6966056003733134,Market Model,2018-12-13,-0.047078843,-0.02530101,-0.024366991,250.0,0.0,0,0,13.297569680712682
1941166676.0,CNMD,2018-12-13,365000.0,1901801.69,0.1919232704015527,Market Model,2018-12-13,-0.046257853,-0.038685251,-0.039018237,250.0,0.0,0,1,14.458312252718908
1941167370.0,ABCB,2018-12-17,750700.0,1616052.06,0.4645271143059586,Market Model,2018-12-17,-0.076392878,-0.031719927,-0.033577488,250.0,1.0,1,1,14.29549673289081
1941168663.0,MMM,2018-12-19,1000000.0,113289758.72,0.0088269232038134,Market Model,2018-12-19,-0.028212841,0.0111918055,0.0107754311,250.0,0.0,0,0,18.54545933109191
1941186916.0,TDY,2018-12-19,225000.0,7328005.69,0.0307041246306674,Market Model,2018-12-19,-0.020425489,0.0107206349,0.0102580596,250.0,0.0,0,1,15.807213961809602
1941168877.0,GEF,2018-12-20,1800000.0,1091337.87,1.649351726427307,Market Model,2018-12-20,-0.218844279,-0.168299583,-0.160440202,250.0,0.0,0,1,13.90291490523097
1941172231.0,CUB,2019-01-02,87000.0,1673087.42,0.0519996737528514,Market Model,2019-01-02,-0.001125704,0.0094116755,0.0095763683,250.0,0.0,0,0,14.330181232040736
1941170843.0,OHI,2019-01-02,600000.0,7054499.55,0.0850520998332192,Market Model,2019-01-02,-0.018197327,-0.013499163,-0.01402704,250.0,0.0,1,1,15.769176205246277
1941172705.0,BLKB,2019-01-02,157000.0,3054864.3,0.0513934448741307,Market Model,2019-01-02,-0.029721956,-0.009210721,-0.009281381,250.0,0.0,0,1,14.93224573061601
1941172470.0,LMNX,2019-01-02,75000.0,1014505.89,0.0739276141610178,Market Model,2019-01-02,-0.042314335,-0.035057574,-0.034345085,250.0,0.0,0,1,13.829912244046826
1941171410.0,BMY,2019-01-03,74000000.0,85576193.57,0.8647264725495082,Market Model,2019-01-03,-0.089725206,-0.091833657,-0.097390112,250.0,0.0,1,1,18.26491768993152
1941713348.0,GOOGL,2019-01-03,60000.0,315604552.56,0.0001901113260671,Market Model,2019-01-03,0.0316854234,0.0144584444,0.0149088558,250.0,0.0,0,1,19.57000057192701
1941172578.0,LLY,2019-01-05,8000000.0,121461860.52,0.0658642965433805,Market Model,2019-01-07,0.0451891115,-0.00194643,-0.002041937,250.0,0.0,0,0,18.615110866281146
1941174066.0,MSI,2019-01-07,445000.0,18897295.68,0.0235483429764485,Market Model,2019-01-07,0.0789996389,0.0332713206,0.0343603321,250.0,0.0,0,0,16.75452938407785
1941173310.0,HEES,2019-01-08,100000.0,830458.16,0.1204154583778188,Market Model,2019-01-08,0.1170117012,0.0732404502,0.0768403715,250.0,0.0,0,1,13.629732827476824
1941236782.0,GBCI,2019-01-16,85028.0,3511889.1,0.0242114706868163,Market Model,2019-01-16,0.039606337,0.0186239892,0.0186967399,250.0,1.0,0,1,15.071664655789819
1941177239.0,FISV,2019-01-16,39000000.0,29453200.0,1.3241345592329523,Market Model,2019-01-16,0.008391987,-0.009709073,-0.010809428,250.0,0.5641025641025641,1,0,17.19831312090257
1941197722.0,CBU,2019-01-22,93400.0,3273344.7,0.0285335058052395,Market Model,2019-01-22,-0.039572864,-0.040544994,-0.040257513,250.0,0.0,0,1,15.001322864161601
